ev_id,Aircraft_Key,crew_no,crew_category,crew_age,crew_sex,crew_city,crew_res_state,crew_res_country,med_certf,med_crtf_vldty,date_lst_med,crew_rat_endorse,crew_inj_level,seatbelts_used,shldr_harn_used,crew_tox_perf,seat_occ_pic,pc_profession,bfr,bfr_date,ft_as_of,lchg_date,lchg_userid,seat_occ_row,infl_rest_inst,infl_rest_depl,child_restraint,med_crtf_limit,mr_faa_med_certf,pilot_flying,available_restraint,restraint_used
20091119X94028,1,1,PLT,45,M,Trinity,FL,USA,CL1,WOWL,6/1/09,,NONE,,,N,LEFT,Yes,,4/18/09,,9/25/20,,,,,,,,FALSE,,
20091120X10854,1,1,PLT,41,M,Montrose,CO,USA,CL3,WOWL,6/28/06,,MINR,,,N,LEFT,No,,6/30/09,,9/25/20,,,,,,,,FALSE,,
20091120X15754,1,1,PLT,60,M,Napa,CA,USA,CL3,UNK,,,NONE,,,N,,Yes,,,,9/25/20,,,,,,,,FALSE,,
20091120X82236,1,1,PLT,59,M,Lakeland,FL,USA,CL3,WWL,10/27/08,,NONE,,,N,LEFT,No,,8/1/09,,9/25/20,,,,,,,,FALSE,,
20091121X05047,1,1,PLT,28,M,North Port,FL,USA,CL2,WOWL,8/4/09,,NONE,,,N,LEFT,No,,9/30/09,,9/25/20,,,,,,,,FALSE,,
20091121X54345,1,1,PLT,61,M,Janesville,CA,USA,CL3,WWL,2/8/08,,FATL,,,N,UNK,No,,,,9/25/20,,,,,,,,FALSE,,
20091121X54759,1,1,PLT,36,M,Kahuku,HI,USA,CL2,WOWL,6/25/09,,NONE,,,N,LEFT,Yes,,,,9/25/20,,,,,,,,FALSE,,
20091121X55122,1,1,PLT,59,M,Scottsdale,AZ,USA,CL2,WOWL,12/3/08,,MINR,,,N,REAR,No,,12/31/08,,9/25/20,,,,,,,,FALSE,,
20091121X70133,1,1,PLT,29,M,Yucca Valley,CA,USA,CL3,WOWL,11/30/04,,NONE,,,N,LEFT,No,,12/4/08,,9/25/20,,,,,,,,FALSE,,
20091122X31346,1,1,PLT,45,M,Betzdorf,,GE,CL2,WOWL,1/7/08,,NONE,,,N,LEFT,No,,1/11/08,,9/25/20,,,,,,,,FALSE,,
20091122X63510,1,1,PLT,58,M,Atherton,CA,USA,CL2,WWL,1/29/08,,FATL,,,Y,UNK,No,,,,9/25/20,,,,,,,,FALSE,,
20091122X71611,1,1,PLT,47,M,Matthews,NC,USA,CL3,WWL,12/3/01,,SERS,,,N,FRT,No,,10/10/08,12/6/09,9/25/20,,,,,,,,FALSE,,
20091122X80023,1,1,PLT,68,M,Hammonton,NJ,USA,CL2,WWL,4/9/09,,NONE,,,N,LEFT,No,,8/15/09,,9/25/20,,,,,,,,FALSE,,
20091122X82839,1,1,PLT,52,M,Bedford Hills,NY,USA,CL2,WOWL,2/4/09,,FATL,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091123X51050,1,1,FLTI,37,M,Grand Canyon,AZ,USA,CL2,WWL,3/16/09,,MINR,,,N,LEFT,,,7/16/09,,9/25/20,,,,,,,,FALSE,,
20091123X51050,1,2,PLT,41,M,Florence,AZ,USA,CL2,WOWL,8/25/09,,MINR,,,N,RGT,Yes,,10/5/09,,9/25/20,,,,,,,,FALSE,,
20091123X51058,1,1,PLT,80,M,Ocala,FL,USA,CL2,WWL,11/16/09,,NONE,,,N,REAR,No,,9/17/08,11/16/09,9/25/20,,,,,,,,FALSE,,
20091123X51058,1,2,FLTI,65,M,Beverly Hills,FL,USA,CL2,WWL,10/6/09,,NONE,,,N,FRT,Yes,,7/16/09,11/16/09,9/25/20,,,,,,,,FALSE,,
20091123X94327,1,1,PLT,38,M,Atglen,PA,USA,CL2,WWL,12/23/08,,NONE,,,N,RGT,No,,,,9/25/20,,,,,,,,FALSE,,
20091124X12239,1,1,PLT,82,M,Downing,MO,USA,CL3,WWL,2/24/09,,MINR,,,N,LEFT,No,,3/2/09,,9/25/20,,,,,,,,FALSE,,
20091124X94107,1,1,PLT,60,M,Chicago,IL,USA,CL1,UNK,9/4/09,,NONE,,,N,LEFT,Yes,,8/8/09,,6/30/23,gibs-i,,,,,,,FALSE,,
20091124X94107,1,2,CPLT,44,M,Chicago,IL,USA,CL1,UNK,7/1/09,,NONE,,,N,RGT,Yes,,10/9/09,,6/30/23,gibs-i,,,,,,,FALSE,,
20091125X43051,1,1,FLTI,42,M,Long Beach,CA,USA,CL2,WWL,12/11/07,,NONE,,,N,LEFT,Yes,,8/18/09,,9/25/20,,,,,,,,FALSE,,
20091125X43051,1,2,DSTU,42,F,Long Beach,CA,USA,CL2,WOWL,1/3/09,,NONE,,,N,RGT,No,,,,9/25/20,,,,,,,,FALSE,,
20091125X75342,1,1,PLT,61,M,Cary,NC,USA,CL1,WWL,8/12/09,,NONE,,,N,LEFT,No,,2/16/09,12/16/09,9/25/20,,,,,,,,FALSE,,
20091125X92231,1,1,PLT,71,M,,,NL,CL3,WWL,11/14/08,,NONE,,,N,LEFT,Yes,,7/12/09,,9/25/20,,,,,,,,FALSE,,
20091125X95516,1,1,PLT,72,M,Palm Beach,FL,USA,CL3,WWL,8/5/08,,NONE,,,N,LEFT,No,,9/13/09,,9/25/20,,,,,,,,FALSE,,
20091127X85547,1,1,PLT,62,M,Lakeside,CA,USA,CL3,WWL,1/15/09,,MINR,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091127X91212,1,1,PLT,35,M,Apple Valley,CA,USA,CL2,WOWL,4/29/09,,MINR,,,N,SNGL,No,,11/9/08,,9/25/20,,,,,,,,FALSE,,
20091127X95515,1,1,,,M,,,EC,,,,,SERS,,,N,,,,,,11/3/20,,,,,,,,FALSE,,
20091128X53127,1,1,PLT,63,M,Cotati,CA,USA,NONE,NONE,,,FATL,,,Y,SNGL,No,,12/10/07,,9/25/20,,,,,,,,FALSE,,
20091128X53127,2,1,PLT,44,M,Middletown,CA,USA,CL3,WOWL,7/1/09,,FATL,,,Y,SNGL,No,,7/26/09,7/31/09,9/25/20,,,,,,,,FALSE,,
20091130X03056,1,1,PLT,76,M,Islamorada,FL,USA,CL3,WWL,10/30/09,,SERS,,,N,,No,,5/14/09,,9/25/20,,,,,,,,FALSE,,
20091130X13457,1,1,PLT,57,M,Pompano Beach,FL,USA,CL2,WWL,4/1/09,,MINR,,,N,LEFT,Yes,,5/24/08,11/29/09,9/25/20,,,,,,,,FALSE,,
20091130X30140,1,1,PLT,55,M,Cape Coral,FL,USA,CL3,WWL,7/2/09,,SERS,,,N,LEFT,No,,11/15/09,,9/25/20,,,,,,,,FALSE,,
20091130X33321,1,1,PLT,55,M,Bruce,WI,USA,CL3,WWL,4/3/08,,NONE,,,N,LEFT,No,,5/2/04,,9/25/20,,,,,,,,FALSE,,
20091130X40622,1,1,PLT,53,M,Sarasota,FL,USA,CL3,WWL,8/8/08,,FATL,,,Y,,No,,1/3/09,11/27/09,9/25/20,,,,,,,,FALSE,,
20091130X51438,1,1,PLT,51,M,Midlothian,VA,USA,CL2,WWL,2/4/08,,MINR,,,N,LEFT,No,,1/12/08,,9/25/20,,,,,,,,FALSE,,
20091130X74908,1,1,PLT,55,M,Lodi,CA,USA,CL3,WWL,3/1/08,,,,,N,FRT,No,,6/27/09,,9/25/20,,,,,,,,FALSE,,
20091130X93025,1,1,PLT,57,M,Memphis,TN,USA,CL3,WWL,12/18/07,,FATL,,,Y,LEFT,No,,8/22/09,11/29/09,9/25/20,,,,,,,,FALSE,,
20091130X93208,1,1,PLT,58,M,Yakima,WA,USA,NONE,,,,SERS,,,N,REAR,No,,9/1/99,,9/25/20,,,,,,,,FALSE,,
20091201X32546,1,1,PLT,73,M,St. Louis,MO,USA,CL3,WWL,7/1/09,,NONE,,,N,REAR,No,,,,9/25/20,,,,,,,,FALSE,,
20091201X51038,1,1,PLT,52,M,McCordsville,IN,USA,CL3,WWL,6/19/08,,NONE,,,N,FRT,No,,9/16/09,,9/25/20,,,,,,,,FALSE,,
20091201X72559,1,1,PLT,52,M,Alexandria,VA,USA,CL2,WOWL,10/2/09,,FATL,,,Y,LEFT,No,,11/15/09,,9/25/20,,,,,,,,FALSE,,
20091203X84042,1,1,PLT,57,M,Arroyo,PR,USA,UNK,,,,MINR,,,N,UNK,UNK,,,,9/25/20,,,,,,,,FALSE,,
20091204X30446,1,1,PLT,58,M,Tiffin,OH,USA,CL2,WWL,10/16/09,,FATL,,,Y,LEFT,Yes,,8/20/09,,9/25/20,,,,,,,,FALSE,,
20091204X95727,1,1,PLT,29,M,Greenwood,IN,USA,CL1,WOWL,8/10/09,,NONE,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091205X04754,1,1,PLT,33,F,Santa Barbara,CA,USA,CL3,WWL,2/7/06,,NONE,,,N,LEFT,No,,7/26/08,7/1/09,9/25/20,,,,,,,,FALSE,,
20091207X12336,1,1,PLT,55,M,Oakdale,MN,USA,SPRT,NONE,,,SERS,,,N,LEFT,No,,7/20/09,12/27/09,9/25/20,,,,,,,,FALSE,,
20091207X20321,1,1,PLT,46,M,Kotzebue,AK,USA,CL2,WOWL,6/26/06,,NONE,,,N,LEFT,UNK,,,,9/25/20,,,,,,,,FALSE,,
20091207X51809,1,1,PLT,64,M,Rockport,TX,USA,CL3,WOWL,12/12/07,,FATL,,,Y,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091207X84402,1,1,PLT,46,M,San Francisco,CA,USA,CL2,NONE,3/1/01,,NONE,,,N,UNK,No,,,,9/25/20,,,,,,,,FALSE,,
20091208X21253,1,1,PLT,36,F,Sequim,WA,USA,CL3,WOWL,6/4/09,,NONE,,,N,LEFT,,,,,9/25/20,,,,,,,,FALSE,,
20091208X22055,1,1,PLT,34,M,Fresno,CA,USA,CL1,WOWL,4/9/09,,MINR,,,N,LEFT,No,,11/25/09,12/18/09,9/25/20,,,,,,,,FALSE,,
20091208X41743,1,1,PLT,19,M,,,SP,CL1,WOWL,7/3/09,,FATL,,,Y,UNK,No,,10/13/09,12/6/09,9/25/20,,,,,,,,FALSE,,
20091208X53128,1,1,PLT,55,F,Windham Centre,,CA,CL2,WOWL,9/9/09,,NONE,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091208X53128,1,2,OTHR,71,M,Windham Centre,,CA,CL3,WWL,9/1/09,,NONE,,,N,RGT,No,,,,9/25/20,,,,,,,,FALSE,,
20091209X02457,1,1,PLT,29,M,,,NI,CL1,WOWL,3/28/08,,NONE,,,N,RGT,UNK,,7/22/09,,9/25/20,,,,,,,,FALSE,,
20091209X02457,1,2,FLTI,62,M,Clewiston,FL,USA,CL3,WWL,2/8/08,,NONE,,,N,LEFT,UNK,,,,9/25/20,,,,,,,,FALSE,,
20091209X11549,1,1,PLT,45,M,Virginia Beach,VA,USA,CL3,WWL,3/3/09,,NONE,,,N,LEFT,No,,5/20/09,12/6/09,9/25/20,,,,,,,,FALSE,,
20091209X22636,1,1,PLT,34,M,Galivants Ferry,SC,USA,CL3,WOWL,8/7/07,,NONE,,,N,LEFT,No,,8/22/09,,9/25/20,,,,,,,,FALSE,,
20091209X45217,1,1,PLT,27,M,Las Vegas,NV,USA,CL2,WOWL,10/30/09,,NONE,,,N,RGT,Yes,,7/15/09,12/15/09,9/25/20,,,,,,,,FALSE,,
20091209X75323,1,1,PLT,77,M,Independence,OR,USA,CL3,WWL,6/12/09,,NONE,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091209X94124,1,1,,73,M,Kerrville,TX,USA,CL1,WOWL,9/3/09,,FATL,,,Y,LEFT,UNK,,,,9/25/20,,,,,,,,FALSE,,
20091210X11359,1,1,PLT,46,M,Brewerton,NY,USA,CL2,WOWL,2/26/09,,NONE,,,N,LEFT,Yes,,7/1/09,,9/25/20,,,,,,,,FALSE,,
20091210X11649,1,1,PLT,52,M,Sandy,UT,USA,CL3,WOWL,1/28/00,,SERS,,,N,LEFT,No,,,1/28/00,9/25/20,,,,,,,,FALSE,,
20091210X72650,1,1,PLT,51,M,Pago Pago,PO,USA,CL1,WWL,11/30/09,,NONE,,,N,LEFT,Yes,,6/10/09,,9/25/20,,,,,,,,FALSE,,
20091210X91119,1,1,FLTI,51,M,Oxnard,CA,USA,CL2,WOWL,5/20/08,,FATL,,,Y,RGT,Yes,,11/15/08,,9/25/20,,,,,,,,FALSE,,
20091210X91119,1,2,DSTU,19,M,Jalgoan,,IN,CL1,WOWL,11/2/09,,FATL,,,Y,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091211X04629,1,1,PLT,66,M,Lexington,KY,USA,CL1,WWL,4/13/09,,NONE,,,N,RGT,Yes,,8/30/09,12/10/09,9/25/20,,,,,,,,FALSE,,
20091211X04629,1,2,PLT,33,F,Crandall,IN,USA,CL2,WWL,7/30/09,,NONE,,,N,LEFT,No,,2/9/09,12/10/09,9/25/20,,,,,,,,FALSE,,
20091211X20156,1,1,PLT,76,M,San Pedro,CA,USA,CL3,WWL,11/26/08,,,,,N,,No,,,,9/25/20,,,,,,,,FALSE,,
20091211X20156,2,1,PLT,51,,,,USA,CL2,WOWL,10/20/08,,,,,N,,,,,,9/25/20,,,,,,,,FALSE,,
20091212X12336,1,1,PLT,39,M,Amarillo,TX,USA,CL1,WOWL,7/10/08,,FATL,,,Y,LEFT,No,,3/18/09,3/18/09,9/25/20,,,,,,,,FALSE,,
20091213X85112,1,1,PLT,44,M,Alva,OK,USA,CL2,WWL,5/4/09,,FATL,,,Y,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091214X03929,1,1,PLT,60,M,Boynton,FL,USA,CL2,WOWL,6/17/09,,FATL,,,N,UNK,UNK,,,,11/3/20,,,,,,,,FALSE,,
20091214X34456,1,1,PLT,63,M,Chandler,AZ,USA,CL3,WWL,1/3/08,,NONE,,,N,,,,,,9/25/20,,,,,,,,FALSE,,
20091214X92245,1,1,PLT,,M,,,GE,UNK,UNK,,,FATL,,,N,LEFT,,,,,9/25/20,,,,,,,,FALSE,,
20091214X94945,1,1,PLT,61,M,Los Altos Hills,CA,USA,CL3,WWL,9/19/08,,NONE,,,N,LEFT,No,,11/4/09,,9/25/20,,,,,,,,FALSE,,
20091214X95219,1,1,PLT,59,M,San Jose,CA,USA,CL3,WWL,6/12/09,,NONE,,,N,LEFT,No,,8/16/09,,9/25/20,,,,,,,,FALSE,,
20091215X14941,1,1,PLT,49,M,Vernal,UT,USA,NONE,UNK,5/14/04,,NONE,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091215X15406,1,1,PLT,33,M,Kileen,TX,USA,CL2,WOWL,8/8/08,,NONE,,,N,LEFT,No,,,12/25/09,9/25/20,,,,,,,,FALSE,,
20091215X15406,1,2,KPLT,58,M,College Station,TX,USA,CL2,WWL,1/1/07,,NONE,,,N,RGT,Yes,,,1/11/10,9/25/20,,,,,,,,FALSE,,
20091215X64622,1,1,PLT,40,M,St. Martinville,LA,USA,CL1,WWL,9/29/09,,NONE,,,N,LEFT,Yes,,8/20/09,,9/25/20,,,,,,,,FALSE,,
20091215X93701,1,1,PLT,47,,Magnolia,TX,USA,NONE,,,,SERS,,,N,FRT,No,,,,9/25/20,,,,,,,,FALSE,,
20091216X90355,1,1,,,,,,IT,,,,,NONE,,,N,,,,,,11/3/20,,,,,,,,FALSE,,
20091217X01559,1,1,PLT,30,M,Riverside,CA,USA,CL3,WWL,10/3/07,,MINR,,,N,LEFT,No,,10/30/09,,9/25/20,,,,,,,,FALSE,,
20091217X52949,1,1,FLTI,30,M,Vail,AZ,USA,CL3,WOWL,12/10/09,,NONE,,,N,RGT,Yes,,5/28/09,,9/25/20,,,,,,,,FALSE,,
20091217X52949,1,2,PLT,18,F,Mumbai,,IN,CL1,WOWL,4/20/09,,NONE,,,N,LEFT,No,,10/10/09,,9/25/20,,,,,,,,FALSE,,
20091217X62032,1,1,PLT,42,M,Lahaina,HI,USA,CL2,WOWL,3/21/09,,SERS,,,N,RGT,Yes,,1/15/09,12/16/09,9/25/20,,,,,,,,FALSE,,
20091217X62032,1,2,KPLT,51,M,Millilani,HI,USA,CL2,WWL,12/4/09,,SERS,,,N,LEFT,No,,,12/4/09,9/25/20,,,,,,,,FALSE,,
20091219X54844,1,1,PLT,45,M,Salt Lake City,UT,USA,CL3,WWL,8/14/09,,NONE,,,N,FRT,No,,8/21/08,,9/25/20,,,,,,,,FALSE,,
20091221X14710,1,1,PLT,65,M,Galena,AK,USA,CL3,WWL,10/22/02,,NONE,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091221X22826,1,1,PLT,55,M,BIG SPRING,TX,USA,CL2,WOWL,11/1/09,,NONE,,,N,RGT,No,,,,9/25/20,,,,,,,,FALSE,,
20091221X23958,1,1,PLT,20,M,Ames,IA,USA,CL3,WOWL,6/16/09,,NONE,,,N,LEFT,No,,8/3/09,12/18/09,9/25/20,,,,,,,,FALSE,,
20091222X20412,1,1,PLT,60,M,Prosser,WA,USA,CL2,WOWL,5/17/08,,NONE,,,N,LEFT,Yes,,1/10/08,12/28/09,9/25/20,,,,,,,,FALSE,,
20091222X30357,1,1,PLT,44,M,Hermiston,OR,USA,CL2,WWL,2/26/06,,NONE,,,N,LEFT,Yes,,11/1/09,1/4/10,9/25/20,,,,,,,,FALSE,,
20091222X33027,1,1,PLT,50,M,St Petersburg,FL,USA,CL3,WWL,6/23/08,,FATL,,,N,UNK,No,,10/26/08,11/20/09,11/3/20,,,,,,,,FALSE,,
20091222X60740,1,1,PLT,37,M,Virginia Beach,VA,USA,CL2,WOWL,2/26/08,,MINR,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091222X60740,1,2,FLTI,22,F,Virginia Beach,VA,USA,CL1,WWL,7/11/08,,SERS,,,N,RGT,Yes,,8/12/09,,9/25/20,,,,,,,,FALSE,,
20091223X25413,1,1,PLT,60,M,Vancouver,WA,USA,CL3,WWL,4/2/08,,NONE,,,N,,No,,5/6/08,12/22/09,9/25/20,,,,,,,,FALSE,,
20091223X50505,1,1,PLT,56,,,,USA,CL1,,,,,,,N,,,,,,9/25/20,,,,,,,,FALSE,,
20091225X82753,1,1,DSTU,21,M,Pell City,AL,USA,CL3,WOWL,11/6/09,,FATL,,,Y,LEFT,No,,,12/24/09,9/25/20,,,,,,,,FALSE,,
20091228X00014,1,1,PLT,52,M,Pleasent View,KY,USA,CL3,WWL,6/11/09,,FATL,,,Y,UNK,No,,,,9/25/20,,,,,,,,FALSE,,
20091228X02839,1,1,PLT,53,M,Pensacola,FL,USA,CL1,NONE,8/1/09,,NONE,,,N,LEFT,Yes,,8/1/09,,8/3/23,gibs-i,,,,,,,FALSE,,
20091228X02839,1,2,CPLT,57,M,Gulf Breeze,FL,USA,CL2,UNK,6/1/09,,NONE,,,N,RGT,Yes,,4/1/09,,8/3/23,gibs-i,,,,,,,FALSE,,
20091228X03346,1,1,PLT,36,F,Kerrville,TX,USA,CL3,WWL,6/9/09,,NONE,,,N,LEFT,No,,11/14/09,,9/25/20,,,,,,,,FALSE,,
20091228X15816,1,1,PLT,39,M,Dallas,TX,USA,CL1,WWL,7/23/09,,NONE,,,N,LEFT,Yes,,7/15/09,12/25/09,9/25/20,,,,,,,,FALSE,,
20091228X15816,1,2,CPLT,24,M,Tampa,FL,USA,CL1,NONE,5/28/09,,NONE,,,N,RGT,Yes,,7/17/09,12/25/09,9/25/20,,,,,,,,FALSE,,
20091228X23502,1,1,PLT,75,,Wills Point,TX,USA,CL3,,,,NONE,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20091228X51749,1,1,PLT,53,M,ALEDO,TX,USA,CL3,WWL,7/23/07,,NONE,,,N,UNK,No,,2/3/09,12/25/09,9/25/20,,,,,,,,FALSE,,
20091228X85137,1,1,PLT,47,M,Flower Mound,TX,USA,CL2,WOWL,4/20/09,,SERS,,,N,FRT,Yes,,2/5/09,,9/25/20,,,,,,,,FALSE,,
20091228X94145,1,1,PLT,33,M,Savannah,GA,USA,CL2,WOWL,7/2/09,,NONE,,,N,RGT,No,,5/26/09,12/22/09,9/25/20,,,,,,,,FALSE,,
20091228X95148,1,1,PLT,47,M,St. Petersburg,FL,USA,CL2,WOWL,7/14/09,,NONE,,,N,FRT,Yes,,5/20/08,,9/25/20,,,,,,,,FALSE,,
20091229X00323,1,1,PLT,49,M,Salt Lake City,UT,USA,CL2,WWL,9/20/09,,NONE,,,N,LEFT,Yes,,,,9/25/20,,,,,,,,FALSE,,
20091229X62654,1,1,PLT,52,M,Aransas Pass,TX,USA,CL3,WWL,2/17/09,,NONE,,,N,LEFT,No,,6/30/09,,9/25/20,,,,,,,,FALSE,,
20091230X53911,1,1,PLT,59,M,Destin,FL,USA,CL1,WWL,10/8/09,,NONE,,,N,FRT,Yes,,10/17/09,,9/25/20,,,,,,,,FALSE,,
20100101X93602,1,1,PLT,72,M,Wasilla,AK,USA,CL3,WWL,5/22/08,,SERS,,,N,FRT,No,,,,9/25/20,,,,,,,,FALSE,,
20100102X42040,1,1,PLT,68,M,Lae,,USA,,,,,SERS,,,N,UNK,Yes,,11/24/08,,9/25/20,,,,,,,,FALSE,,
20100103X60452,1,1,PLT,41,M,Wichita,KS,USA,CL1,WOWL,12/16/09,,NONE,,,N,LEFT,Yes,,12/31/09,1/12/10,9/25/20,,,,,,,,FALSE,,
20100103X60452,1,2,CPLT,33,M,Fort Worth,TX,USA,CL1,WOWL,8/8/08,,NONE,,,N,RGT,Yes,,9/29/09,1/12/10,9/25/20,,,,,,,,FALSE,,
20100104X01343,1,1,PLT,35,M,Tulare,CA,USA,CL2,WOWL,5/5/09,,MINR,,,N,CTR,Yes,,11/19/09,1/13/10,9/25/20,,,,,,,,FALSE,,
20100104X03848,1,1,PLT,52,M,Vista,CA,USA,CL3,WWL,7/7/09,,NONE,,,N,LEFT,No,,3/18/08,1/3/10,9/25/20,,,,,,,,FALSE,,
20100104X13404,1,1,PLT,46,M,Ottsville,PA,USA,CL1,WWL,4/30/09,,NONE,,,N,RGT,No,,6/19/09,1/9/10,9/25/20,,,,,,,,FALSE,,
20100104X51148,1,1,PLT,77,M,,,UK,CL1,WWL,2/4/08,,FATL,,,Y,LEFT,Yes,,,,9/25/20,,,,,,,,FALSE,,
20100105X11839,1,1,PLT,38,M,Waterford,MI,USA,CL1,WOWL,4/21/09,,FATL,,,Y,LEFT,Yes,,7/2/09,1/5/10,9/25/20,,,,,,,,FALSE,,
20100105X11839,1,2,CPLT,40,M,Clarkson,MI,USA,CL1,WWL,4/1/09,,FATL,,,Y,RGT,Yes,,6/29/09,1/5/10,9/25/20,,,,,,,,FALSE,,
20100105X12458,1,1,PLT,82,M,Seattle,WA,USA,CL3,WWL,2/11/09,,NONE,,,N,LEFT,No,,3/7/08,1/12/10,9/25/20,,,,,,,,FALSE,,
20100105X41141,1,1,PLT,52,M,Columbus,GA,USA,CL3,WWL,7/15/08,,NONE,,,N,LEFT,No,,7/26/09,,6/12/23,gibs-i,,,,,,,FALSE,,
20100105X60423,1,1,PLT,40,M,Conroe,TX,USA,CL3,WOWL,12/1/08,,NONE,,,N,LEFT,No,,4/22/09,,9/25/20,,,,,,,,FALSE,,
20100105X93456,1,1,,,,,,CO,,,,,,,,N,,,,,,11/3/20,,,,,,,,FALSE,,
20100105X94046,1,1,PLT,70,M,Palm Springs,CA,USA,CL2,WWL,5/12/09,,FATL,,,Y,RGT,Yes,,5/19/09,1/5/10,9/25/20,broda,,,,,,,FALSE,,
20100106X01145,1,1,PLT,57,M,,,USA,CL3,WWL,7/8/08,,MINR,,,N,LEFT,,,,,9/25/20,,,,,,,,FALSE,,
20100106X11011,1,1,PLT,47,M,,,USA,CL3,WOWL,9/23/09,,NONE,,,N,,,,5/23/09,,9/25/20,,,,,,,,FALSE,,
20100106X13418,1,1,PLT,31,M,Virginia Beach,VA,USA,CL2,WOWL,8/11/09,,SERS,,,N,RGT,Yes,,6/18/09,2/16/10,9/25/20,,,,,,,,FALSE,,
20100106X32329,1,1,PLT,31,M,Mebane,NC,USA,CL2,WOWL,10/22/09,,NONE,,,N,LEFT,Yes,,10/20/09,12/31/09,9/25/20,,,,,,,,FALSE,,
20100106X40134,1,1,PLT,60,M,Olean,MO,USA,CL3,WWL,7/12/08,,MINR,,,N,LEFT,No,,7/12/09,,9/25/20,grol,,,,,,,FALSE,,
20100106X55618,1,1,PLT,35,M,Hemet,CA,USA,CL2,WOWL,7/23/09,,NONE,,,N,LEFT,Yes,,10/23/09,,9/25/20,,,,,,,,FALSE,,
20100107X05723,1,1,PLT,67,M,,,USA,CL3,WWL,10/26/09,,NONE,,,N,RGT,No,,7/2/08,,9/25/20,,,,,,,,FALSE,,
20100107X10040,1,1,PLT,41,M,Smiths,AL,USA,CL3,WOWL,9/8/09,,NONE,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20100107X32004,1,1,PLT,84,M,Santa Fe,NM,USA,CL3,WWL,10/2/08,,MINR,,,N,LEFT,No,,10/6/08,,9/25/20,,,,,,,,FALSE,,
20100107X52853,1,1,DSTU,73,M,Pocahontas,IL,USA,CL3,WOWL,4/1/08,,MINR,,,N,LEFT,No,,,1/5/10,9/25/20,,,,,,,,FALSE,,
20100108X21035,1,1,PLT,61,M,,,USA,NONE,,,,MINR,,,N,LEFT,,,,,9/25/20,,,,,,,,FALSE,,
20100108X24939,1,1,PLT,68,M,Port Angeles,WA,USA,CL3,WWL,12/9/09,,FATL,,,Y,FRT,Yes,,,,9/25/20,,,,,,,,FALSE,,
20100108X24939,1,2,FLTI,61,M,Sequim,WA,USA,CL2,WWL,9/17/09,,FATL,,,Y,REAR,Yes,,,,9/25/20,,,,,,,,FALSE,,
20100108X85031,1,1,PLT,51,M,Englewood,CO,USA,CL2,WWL,11/20/09,,SERS,,,N,LEFT,Yes,,3/30/09,2/1/10,9/25/20,broda,,,,,,,FALSE,,
20100109X81420,1,1,PLT,31,M,Lake Isabella,CA,USA,NONE,,,,FATL,,,N,,No,,,,9/25/20,,,,,,,,FALSE,,
20100111X10557,1,1,PLT,63,M,Jalisco,,MX,CL1,WOWL,2/4/09,,NONE,,,N,LEFT,Yes,,,,9/25/20,,,,,,,,FALSE,,
20100111X10557,1,2,CPLT,70,M,,,MX,,,,,NONE,,,N,RGT,Yes,,,,9/25/20,,,,,,,,FALSE,,
20100111X20317,1,1,PLT,44,M,Oak Hill,CA,USA,CL3,WOWL,11/24/08,,NONE,,,N,LEFT,No,,11/17/09,,9/25/20,,,,,,,,FALSE,,
20100111X20317,1,2,KPLT,50,M,Apple Valley,CA,USA,CL2,WWL,7/28/09,,NONE,,,N,RGT,No,,4/11/09,,9/25/20,,,,,,,,FALSE,,
20100111X21042,1,1,PLT,25,M,Chico,CA,USA,CL2,WOWL,12/11/09,,MINR,,,N,LEFT,Yes,,3/13/09,,9/25/20,,,,,,,,FALSE,,
20100111X22511,1,1,PLT,81,M,Honolulu,HI,USA,CL3,WWL,6/20/09,,FATL,,,Y,LEFT,No,,,6/20/09,9/25/20,,,,,,,,FALSE,,
20100111X41106,1,1,PLT,60,M,West Islip,NY,USA,CL3,WWL,1/12/10,,NONE,,,N,LEFT,No,,11/1/09,,4/6/22,broda,,,,,,,FALSE,,
20100112X01501,1,1,PLT,62,M,New London,WI,USA,SPRT,UNK,12/11/07,,MINR,,,N,LEFT,No,,,,9/25/20,,,,,,,,FALSE,,
20100112X10853,1,1,PLT,41,M,Chicago,IL,USA,CL1,UNK,10/23/09,,NONE,,,N,LEFT,Yes,,8/1/09,,9/25/20,,,,,,,,FALSE,,
20100112X10853,1,2,CPLT,46,M,Chicago,IL,USA,CL1,UNK,1/26/09,,NONE,,,N,RGT,Yes,,10/1/09,,9/25/20,,,,,,,,FALSE,,
